k(t),k(t+1),Prob.
1,1,0.0
1,2,0.596367978607202
1,3,0.1291993090637465
1,4,0.07774356234264672
1,5,0.05262278427559893
1,6,0.03650430599763397
1,7,0.036981449778934736
1,8,0.02602257981370624
1,9,0.026982013044537487
1,10,0.011717528577496717
1,11,0.005058234395992729
1,12,0.0005108245188043504
1,13,9.067890866349417e-05
1,14,6.736147500716708e-05
1,15,3.1435355003344646e-05
1,16,7.3676613289089e-05
1,17,1.3868538972063813e-05
1,18,0.0
1,19,1.2408692764478148e-05
1,20,0.0
2,1,0.034030638470161516
2,2,0.7009590976613638
2,3,0.13775498237834743
2,4,0.05653250510618254
2,5,0.02998701945079296
2,6,0.01776029283876992
2,7,0.010452311146842565
2,8,0.0061483221083157855
2,9,0.0031766542918694536
2,10,0.0017506879686695327
2,11,0.0007521901885237077
2,12,0.000406580539171886
2,13,0.00018037191917820843
2,14,6.804208558285094e-05
2,15,2.3611185253536308e-05
2,16,1.0686096774229795e-05
2,17,4.31035836271454e-06
2,18,1.6962058371793326e-06
2,19,0.0
2,20,0.0
3,1,0.007898413593547106
3,2,0.17426129449964123
3,3,0.4087378142820462
3,4,0.19536105143188756
3,5,0.09712707695415367
3,6,0.054405921727973795
3,7,0.030505296020953882
3,8,0.016934895962775247
3,9,0.008366053058170777
3,10,0.003666248165458334
3,11,0.00154526132863445
3,12,0.0006764373755212431
3,13,0.000300653332664759
3,14,0.00013849850787653935
3,15,5.394535057448409e-05
3,16,1.526755204938229e-05
3,17,3.891728953764113e-06
3,18,1.979127117512519e-06
3,19,0.0
3,20,0.0
4,1,0.0033643114921628487
4,2,0.07101400386904654
4,3,0.18748943874474966
4,4,0.298439269005384
4,5,0.19119079020109297
4,6,0.11037754419428743
4,7,0.06553649563614948
4,8,0.03748686819809793
4,9,0.019193906437975763
4,10,0.00931194664041426
4,11,0.004127101295489081
4,12,0.0015695249777046372
4,13,0.0006027268145568621
4,14,0.00022204351479995223
4,15,5.966386649148736e-05
4,16,1.141528057872845e-05
4,17,2.148758697172414e-06
4,18,6.088149641988506e-07
4,19,1.9225735711542653e-07
4,20,0.0
5,1,0.0019865261569610303
5,2,0.037320755756565585
5,3,0.09531050389517047
5,4,0.18819342722478632
5,5,0.24947747415610774
5,6,0.18019530810287543
5,7,0.11517983704944354
5,8,0.06828861796382538
5,9,0.03599054642732681
5,10,0.017228625489546245
5,11,0.0066503413161234865
5,12,0.002650601615457329
5,13,0.0010321780318919027
5,14,0.0004183553240986798
5,15,6.156236010094442e-05
5,16,1.407241449066727e-05
5,17,0.0
5,18,1.266715228414494e-06
5,19,0.0
5,20,0.0
6,1,0.001069075888974446
6,2,0.021914851809686758
6,3,0.05499560734866217
6,4,0.11335635578853877
6,5,0.18649162064870853
6,6,0.22020796267152695
6,7,0.17287039678839491
6,8,0.11511437162961415
6,9,0.06355436780015905
6,10,0.030418820784191145
6,11,0.012551791487627495
6,12,0.004852376543368812
6,13,0.0018745871573649286
6,14,0.0005636038751881049
6,15,0.00010385767269766765
6,16,4.078259655293847e-05
6,17,1.2747327769965573e-05
6,18,6.822180973185279e-06
6,19,0.0
6,20,0.0
7,1,0.0006799193447186451
7,2,0.013053372181542877
7,3,0.03235192945531627
7,4,0.06943055746632476
7,5,0.1255191547625705
7,6,0.18810058608062577
7,7,0.2086223814680041
7,8,0.16882100539173803
7,9,0.10313812857808623
7,10,0.05360117173163061
7,11,0.0241929627269989
7,12,0.008498991808983064
7,13,0.003035478744846464
7,14,0.0007449819214694996
7,15,0.00016490742202064917
7,16,4.37091007319129e-05
7,17,7.618143918416192e-07
7,18,0.0
7,19,0.0
7,20,0.0
8,1,0.0003274931921632384
8,2,0.008351076400162579
8,3,0.020764523908447817
8,4,0.047892058599965044
8,5,0.08729396535749552
8,6,0.14088866291259902
8,7,0.1929833168882836
8,8,0.20481888186577826
8,9,0.14932646436179742
8,10,0.08231956209733071
8,11,0.041635499644408894
8,12,0.015634524993873
8,13,0.006237821611962564
8,14,0.0012076701333867228
8,15,0.0002814985927305347
8,16,3.6979439615099e-05
8,17,0.0
8,18,0.0
8,19,0.0
8,20,0.0
9,1,0.0002630123937745556
9,2,0.006216297926861621
9,3,0.015470389001819358
9,4,0.035920260148775494
9,5,0.06378208356469237
9,6,0.1041095108897512
9,7,0.16332731494607905
9,8,0.20088163352417676
9,9,0.17728759532764235
9,10,0.11855809674175642
9,11,0.06774984071674009
9,12,0.03151611761502056
9,13,0.01198729563934032
9,14,0.0022342902851148496
9,15,0.0006026490649354316
9,16,8.449273150007598e-05
9,17,3.7131161474054907e-06
9,18,5.406365872032531e-06
9,19,0.0
9,20,0.0
10,1,0.00018775468626126336
10,2,0.0052609629436064205
10,3,0.012883547757260977
10,4,0.03045649232138065
10,5,0.04709653877090694
10,6,0.07663520444230566
10,7,0.1275100645104117
10,8,0.17532360175303677
10,9,0.18845163506264587
10,10,0.15052676370394588
10,11,0.1043066108609883
10,12,0.053676127143738726
10,13,0.021751837263278985
10,14,0.004446994376637037
10,15,0.0012407136206407567
10,16,0.0002311011125537234
10,17,0.0
10,18,1.40496704005027e-05
10,19,0.0
10,20,0.0
11,1,0.0001322884425589875
11,2,0.0035660362776770544
11,3,0.007421573349939719
11,4,0.018113451205603974
11,5,0.03206211713916608
11,6,0.05235842350818361
11,7,0.09994022085026216
11,8,0.15512257807895186
11,9,0.19293342689055815
11,10,0.172123943616348
11,11,0.13718572932976802
11,12,0.08344045583813006
11,13,0.034663111440556636
11,14,0.008380596086213622
11,15,0.0019467490518028392
11,16,0.0005029117694022378
11,17,4.567503771218239e-05
11,18,6.0712087164752715e-05
11,19,0.0
11,20,0.0
12,1,0.00012695531547287183
12,2,0.004426123953076941
12,3,0.007648095974547551
12,4,0.019903131048451587
12,5,0.030928623127654722
12,6,0.04761016686771289
12,7,0.07826218129286762
12,8,0.1280690598313384
12,9,0.15784777557127064
12,10,0.16472221354758804
12,11,0.1630861687259612
12,12,0.11637955298090441
12,13,0.061192462057924224
12,14,0.01488509854661152
12,15,0.003776343565702151
12,16,0.0009002286006258184
12,17,0.00012695531547287183
12,18,5.38598308066729e-05
12,19,3.826882715210969e-05
12,20,1.673501885778765e-05
13,1,0.0003386706582720002
13,2,0.00463253078993486
13,3,0.007184656107627432
13,4,0.016117094719551438
13,5,0.026334062756778524
13,6,0.03691913354519888
13,7,0.06141688713071415
13,8,0.11488797312844977
13,9,0.14647237184027284
13,10,0.16035329946340054
13,11,0.1823565561985229
13,12,0.12500979083787664
13,13,0.08504727343771151
13,14,0.02307280255054091
13,15,0.007200783281830861
13,16,0.0020017854980005725
13,17,0.0005037370295306221
13,18,0.0001276734624438096
13,19,2.2917563341714295e-05
13,20,0.0
14,1,0.0006476322668966025
14,2,0.006707619907143383
14,3,0.014062872081183368
14,4,0.017971795406380716
14,5,0.03188201131036703
14,6,0.038457020800955394
14,7,0.06780313324856267
14,8,0.09643938345804942
14,9,0.11518602461232429
14,10,0.13640985918747867
14,11,0.1576942515849922
14,12,0.1407829189706186
14,13,0.10772757828586672
14,14,0.04554573044338147
14,15,0.011083763653458995
14,16,0.004747375813590273
14,17,0.0059266515852974795
14,18,0.0008172502415599984
14,19,0.00010712714189267108
14,20,0.0
15,1,0.0014783632175720532
15,2,0.0110877241317904
15,3,0.02020429730681806
15,4,0.02393100458444761
15,5,0.023136384355002634
15,6,0.038868632928665235
15,7,0.02972566041046664
15,8,0.07123862754675331
15,9,0.11169855421655514
15,10,0.12924590429623675
15,11,0.12169617213740856
15,12,0.1348082459023516
15,13,0.12583145386488284
15,14,0.06721272771318657
15,15,0.040654988483231465
15,16,0.02587135630751093
15,17,0.015109741709008485
15,18,0.007966735116916064
15,19,0.00023342577119558734
15,20,0.0
16,1,0.0
16,2,0.019413215149957558
16,3,0.013334329597950646
16,4,0.018824935902989146
16,5,0.013412766830879767
16,6,0.07843723292912144
16,7,0.015127180636330565
16,8,0.012942143433305037
16,9,0.06523363205271933
16,10,0.05553356091381798
16,11,0.0699517504576983
16,12,0.10657659024244376
16,13,0.11792736289228296
16,14,0.11252941595581457
16,15,0.06431853100187958
16,16,0.12250915318117156
16,17,0.0566824356784857
16,18,0.023531169878736432
16,19,0.023655018141256097
16,20,0.010059575123159826
17,1,0.0
17,2,0.023247784937400554
17,3,0.025036076086431366
17,4,0.01072974689418487
17,5,0.005722531676898598
17,6,0.009537552794830996
17,7,0.0
17,8,0.028165585597235285
17,9,0.010332348861066912
17,10,0.04148835465751483
17,11,0.04844643294647108
17,12,0.04947605512318579
17,13,0.06520384651081575
17,14,0.21485040804784467
17,15,0.07367759534006946
17,16,0.19917092672330666
17,17,0.08394449040744634
17,18,0.07729391744144287
17,19,0.022588940829862885
17,20,0.011087405123991034
18,1,0.011056874333399988
18,2,0.03593484158354996
18,3,0.011056874333399988
18,4,0.0
18,5,0.01769099893343998
18,6,0.03962046636134996
18,7,0.0
18,8,0.010365819687562488
18,9,0.03931333096319995
18,10,0.019349530083449976
18,11,0.09750152821270898
18,12,0.06219491812537493
18,13,0.0697433611799076
18,14,0.03159106952399996
18,15,0.1566390530564998
18,16,0.23806832549101847
18,17,0.1134955630104881
18,18,0.046377445120649945
18,19,0.0
18,20,0.0
19,1,0.0
19,2,0.0
19,3,0.0
19,4,0.019885396075469658
19,5,0.0
19,6,0.03535181524527939
19,7,0.0378769449056565
19,8,0.0
19,9,0.0
19,10,0.0
19,11,0.09159333949913298
19,12,0.15908316860375726
19,13,0.11829261255151183
19,14,0.2518816836226157
19,15,0.08307676582640658
19,16,0.09279851501885841
19,17,0.06550483413095888
19,18,0.0
19,19,0.04465492452035292
19,20,0.0
20,1,0.0
20,2,0.0
20,3,0.0
20,4,0.022111926157301825
20,5,0.0
20,6,0.07370642052433943
20,7,0.07581231825360625
20,8,0.0
20,9,0.0
20,10,0.0
20,11,0.15277330799590352
20,12,0.2137486195205843
20,13,0.0816440350423452
20,14,0.145306943319412
20,15,0.0
20,16,0.08291972308988184
20,17,0.07283928616522954
20,18,0.0
20,19,0.079137419931396
20,20,0.0
